comment_message,class
RT @Telcel: Con Amigo Chip y #AmigoKit siempre tendras el doble de saldo!\n https://t.co/DSQbv3qOSo https://t.co/iiEk5pRZmD,6
En estos \9Cltimos dos d\92as he cocinado para la comida de los pr\97ximos dos meses y estoy super feliz .,7
@ItttIemx Hola,5
Estoy s\9Cper feliz porque al fin voy a regresar al tennis,7
Pero si luego Movistar+ no tiene ni la mitad de series que tiene Netflix \nhttps://t.co/KALbGbXZSe,3
@pinwikitaa titular de la linea,4
nadie me quiere,2
@Telcel tienen problemas con el servicio de datos en la zona sur,2
@weexmx tio weex tambien regalaran cosas por Twitter,5
@sonojohan @Telcel @ServicioTelcel asi son de rateros y abusivos,1
RT @ciclo21: #GorkaIzagirre @Movistar_Team segundo lider del #TOPCiclo21 2017\nClasificacion \nhttps://t.co/TtKtkKd27H\nFoto @Movistar_Team ht,4
Menuda caca,2
estoy s\9Cper feliz por esme y maria bc han llegado a los 100,7
México y Colombia,6
RT @NegociosOnlineH: Telcel y PayPal unen fuerzas en pagos moviles. https://t.co/vQghPxnJpY,5
@Lucas_JJz Hola Lucas,5
@ATTMx Esto es con plan o sin plan?!!,4
Movistar+ desafia a Netflix y HBO con 14 series propias y 100 millones al ano https://t.co/5m51gxh7NF https://t.co/6Br8Zfbxtz,4
@lakeoutEchelon @MovistarMX Hola,5
Estoy super feliz porque ya voy a ver a mis ni\96as,7
"Creo que despu\8Es de todas las confesiones, pl\87ticas, abrazos, enojos, risas y bla bla SOY M\E7S FELIZ Y ESTOY S\F2PER EN PAZ pic.twitter.com/WecqPv4c5k",7
MOVISTAR MEXICO// Telefonia movil y fija,4
agrado,5
RT @JorgeGM_92: Movistar+ cree que la mayoria de las series que hace Netflix son irrelevantes y presenta su estrategia propia JAJAJA ME M,3
@StratCons  pagina para que disfrutes al maximo tu iPhone  https://t.co/K7gzBGlKtr Hasta luego! KG,5
@WayraMexico @MovistarMX @supercivicosmx Llamada de defraudor sudamericano que no se identifico fue a las 11:25 de hoy,3
#teamworkmakesthedreamwork @ Edificio Corporativo Movistar https://t.co/dJYFDkInhF,4
RT @MovistarMX: Ganate una playera de @miseleccionmx! Los primeros 20 que contesten correctamente ganan. #DesafioMovistar https://t.co/7NK,5
@aespinog ofrecen nuestros planes Telcel Max Sin Limite https://t.co/mI05zBoU6C descubriras la maxima velocidad de navegacion.  CG,5
RT @TUBFC: Recarga tu saldo sin salir de casa! Facil y rapido,5
no me gusta que maltraten,3
la puta que te pario,1
@edhyh y asi,4
@ServicioTelcel tengo un numero Telcel que no recibe llamadas de un movistar,5
Por cierto he encontrado al modelo perfecto para Jumin y estoy super feliz .,7
RT @Saray_Walker: Yo despues de pagar la suscripcion a Gold,3
\F2ltimamente estoy super feliz y eso es raro !,7
@Zavala_nina No esperes a que pase de nuevo! Cambiate a Telcel y dejate apapachar con las promociones que tenemos para ti ,6
@ovvgu135 Cambiate con nosotros,7
me gustaria,5
me cagan,1
Fue la raja la clase estoy super feliz,7
Los de movistar son muy hptas,1
@EmmCustodio  mas te guste con la mejor cobertura de Mexico. Miralos todos en https://t.co/NMUndgi7c3 y enviame  yo te ayudo,5
Hoy @Movistar_Riders se la juega para llegar a la 2 Division de la SLO,5
RT @nbaplus: Un Warriors-Cavs a las 02:00h en Movistar Deportes 1?\nEso si que es uno de nuestros #SuenosNBA. https://t.co/L6iuOQO5Jm,4
@de_ella_soy Gracias a ti Javier! Te sigo atendiendo via DM Saludos! AM,5
@checozapopan instante https://t.co/tPlhQq6Z5N No lo dudes mas permitenos brindarte la atencion y servicio que mere https://t.co/aPtHSv0xuE,5
@villalobossebas NO PUEDE SEEERRR SEBAS ES INCREIBLEEE ESTOY SUPER FELIZ POR TI Y PORQ AHORA PODRE VERTE ``MAS SEGIDO``JAAJA,7
@AlexanderLoo Buena noche,5
Antes de quejaros de telefonica o las electricas esp os deberian mandar a tratar con @Telcel . No se puede ser mas abusivo y menos claro,2
@JuniorGamer_YT_ Dime tu preferido junto con tu localidad via DM para que conozcas su precio  MV,5
Estos son los nuevos retos del @Movistar_Team para este 2017! https://t.co/5nbzOIOFKy,6
@JeSe_MX Sebastian,4
"Estoy s\9Cper feliz porque mi hermana me compro Winter!!! Ten\92a meses ansiando tener ese #libro , el cuarto de #Cr\97nicasLunares .",7
"@polmanzanYT Te felicito, estoy super feliz por ti y todo lo que has logrado.",7
El Gran Canaria no puede con el potente Movistar Inter https://t.co/15OPt7r0GF,4
chingadera,1
RT @FSWeb2008: GOL I Cardinal\n#ElPozoZaragoza 5--0\nPuedes seguir el directo aqui https://t.co/TyKfk67knN,5
"ME ACABO DE ACORDAR DEL NOMBRE DE UN ANIME QUE ME VI HACE TIEMPO PERO NO RECORDABA, ESTOY S\F2PER FELIZ .",7
@AyudaMovistarVe Tengo fallas con la senal al conectar los datos moviles,2
text,4
Movistar renueva su oferta de prepago: mas datos y establecimiento a 25 centimos https://t.co/utHcSAFSLS #AJNews https://t.co/SxetegvmAo,5
Donde puedo enviar una sugerencia,5
@Kikesito86 eso ya es decision de movistar+ dejarlo en exclusiva para la fibra,4
@Juanmanuelpeag  Buen dia,5
Esto de no tener internet dentro del metro (entre estaciones) no esta padre,3
"Y claro, estoy super feliz . Pero no puedo aprovecharlo y tampoco quiero gritarlo muy alto, porque en alg\9Cn momento me vendr\87 otro bajonazo.",7
mexico y colombia son paises amigos,5
@alebuelna Te mando un saludo,4
estoy contento,6
@alejakaiser Hola Alejadro,5
"Yo me he atrevido y estoy super feliz porque ahora tengo dos clavos que me quieren mucho, y yo no dejar\8E de... http:// fb.me/5wVX0OAST",7
@movistar_es mirad todas las incidencias de mi linea. Es lo mismo pero no se ha solucionado anos despues. Me puedes dar la direccion?,3
"Estoy mas que feliz por ser parte de esto. Me cayeron todas super bien, las amo https:// twitter.com/grownlmarg/sta tus/821100541262569472 ",7
one last thing y me voy: todo svt quiere mucho a jungkook estoy super feliz de verdad a saber cuanto tiempo han pasado juntos sin que lo +,7
Todo Mexico es territorio Telcel https://t.co/YhTXzYOpsz,7
RT @norlivazu: el servicio de telcel es pesimo y aparte caro.@davzurdo,2
@ElJuanpaZurita No mames estoy super feliz #JZRunwayDolceGabbana,7
@AyudaMovistarCL @Emol_Multimedia @chilevision @adnradiochile @ReclamosMovistar  Horrible la atencion de Movistar chile,2
RT @maldiniplus: Jovetic esta para titular el domingo en liga. Con Nasri cerquita. Menudo partidazo nos espera en Movistar Partidazo de @mo,7
"Ha cambiado algo en vuestra vida \9Cltimamente?  S\92, mazo cosas, pero ahora mismo as\92 estoy s\9Cper feliz http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO7A72NTFIIURX3ODAV7DLX3L55V2QR5AMYRNMJNOETMCTZKSVCCLRWD4UCWQBYLCLHVGGZPHTRBUUMCVESSC5YDKI5ND2FDGOPWSS23XTTCTSLYCFQS2DGH7SMWIKKAETLPW3MGZ7FCYLMVP73FQSS36M6PAZZHXV7K3NMKP2OOYN6IYIC2UNE7XETWDU4FEH6AGDEA==== ",7
@enriquerldn  Hola Kike. Soy Emi. Para tramitar baja,4
Estoy super feliz 6/2/2017,7
RT @blancoduran: Oye @Telcel deberias implementar 1 fila especial para adultos mayores mujeres embarazadas y personas discapacitadas en ate,3
me gustara,5
@arpego1025 atencion siempre contaras con un asesor para ayudarte. Unete a nuestra gran familia!  CG,5
RT @TonnyRomeroH: @Telcel inflando precios de los equipos Samsung para no dar diferencia en la devolucion de #GalaxyNote7 RATAS\nReembolso y,3
"Hoy particip\8E del consurso AchoraTama y GANE EL 1er puesto, estoy super feliz ! #concurso  https://www. instagram.com/p/BPTuLZiACOF/",7
@ta_gueno_raya ..numero Telcel a 10 digitos,4
joder,1
De estos film dedicados al #Motorsport es el mejor? @movistar_F1 @esport3,4
RT @Elmisterchingon: Me llamaron de Telcel para preguntarme si ya tenia algun plan y les dije que como es Domingo familiar,3
@oviedina @tjcope @Gol Yo tengo Movistar y en el mando se cambia el audio.,4
@juanjose_glz Hola,4
Consegui un celular desbloqueado y ya tengo weex ,3
@Profeco otro mes en q @ATTMx me hace cargos excedentes de mi plan. Se puede cancelar un plan x esta razon  previo a plazo forzoso?,2
@Movistar_Riders suerte. Os veo en la grieta.,4
"estoy s\9Cper feliz hoy a pesar de todo lo que tengo que estudiar y del fr\92o que hace y uf, me hac\92a falta",7
Escucha Espiritu Guerrero de Los Cheremeques en FRI Movistar ! https://t.co/2x5DfFprej,4
@namelessbeccs SI SI SI SI MIRA QUE FELICIDAD TIA ESTOY SUPER FELIZ ENSERIO #ADRENALINAENESPA\84OL #40GlobalShow69,7
Retweeted Reporte Cumarebo (@ReporteCumarebo):\n\nCumarebo con meses sufriendo por fallas de Movistar,2
RT @ObservaDESC: Llego el dia! Tras reapertura del caso,5
edecan de telcel porno #your adult store net https://t.co/QdB3E4v53T,4
movistar m manda msj para q haga la sos ajajajaja no voy a caer a la tentacion,3
#Empresas basadas en estrategias prospectivas https://t.co/hRd2zUOyHo @Movistar_pymes https://t.co/vItwu48Hqr,4
Estoy s\9Cper feliz por ti @ElJuanpaZurita Todo lo que te esta pasando te lo tienes m\87s que merecido.. TT #2 colombia. #UnDiaEnMilanGQyJZ,7
"\C1Hola mi coraz\97n! Ac\87 estoy de regreso feliz , relajada, super bronceada y preparada para vivir este gran a\96o https:// twitter.com/34Juliette/sta tus/820879193902874624 ",7
@fedevigevani yo estoy super feliz de tenerte en mi vida Te Amo @fedevigevani @DosBrosUY https:// twitter.com/fedevigevani/s tatus/821147947211452417 ,7
Para los fanaticos de Apple,5
Si deseas puedes enviarnos tu numero por DM para revisar lo que sucede @yosoyquiensoyyo ,4
@Smartintosh @Telcel ya renuncie ! Apesar de haber sido el mejor pedi una jefatura o supervision y me mandaron al carajos,2
Telcel y Paypal lanzan su propio sistema de pagos en Mexico https://t.co/Q3PjW8rhSP https://t.co/5ZyBg2yMW7,6
por fin le han dado el solo a hoseok es que estoy s\9Cper feliz por \8El,7
@SweetCalifornia estoy s\9Cper feliz ya que ma\96ana empieza el Ladie's tour @SoniaSweetC @AlbaSweetC @TamySweetC Os ver\8E!!,7
Facebook se hace de una startup que le ayudara a que vivas la realidad virtual como nunca antes. https://t.co/ambPaSo7Wa,4
Lo que mas extrano del 2016 es el internet ilimitado que movistar me habia dado ,3
"Mi mam\87 es la madrina de los mellizos de mi t\92o y esta noche le vamos a dar la noticia, estoy s\9Cper feliz por ella",7
Estoy s\9Cper feliz por Juanpa #JZEnDGfw18,7
no me gusta que maltraten,3
@Danjoachin  ...Amigo en este enlace: https://t.co/Jfwn1nus4t . Si tienes otra duda contactanos por este medio,5
Pick&Bans en el partidazo de @Myrtia_Wolves vs @Movistar_Riders en el 2 clasificatorio de ascenso a segunda!\n\nhttps://t.co/SylBfeAc83,4
prefiero movistar en vez de telcel,2
RT @fabianfr04: @julioastillero se interrumpio senal de telcel en reforma,2
@WindyGirk buenos dias windy que tengas un dia super feliz y positivos como lo estoy teniendo hasta ahora te quiero mucho,7
RT @ElMaldito_Ego:  Bienvenido a Telcel. Que se le ofrece?\n\n Tengo un problema con mi equipo.\n\n Que problema tiene?\n\n Le voy al @Atla,3
Lo unico que le falta a Movistar es poner de comentarista a Joan Gaspart,3
@Miica_KLP tuve que poner un chips de movistar te juro,4
"Hola, estoy s\9Cper feliz de trabajar un sabado pic.twitter.com/nHoyTdhYyR",7
trump,1
@AyudaMovistarCL quiero comprar un celu que me dicen que es movistar de origen,5
RT @oscardelcastel: No queriamos F1???? Pues hoy se han salido en @movistar_F1 Gran programa,6
@movistar_es sin telefono fijo y linea adsl desde hace mas de 15 horas !! Que bien funciona Movistar !!,7
me gustan,5
@MiMovistarMX O sea,4
ESTOY SUPER FELIZ POR @reirxdosogas LES JURO SE MERECE TODO,7
Con Telcel 4G LTE,4
@villalobossebas Noma' estoy super feliz de esta gran sorpresa sebas me encantan,7
@ATTMx tienen alguna promocion si me cambio de compania?,5
@Domenech_Caro con todo lo que est\87 pasando lo \9Cnico que puedo decir es que estoy s\9Cper orgullosa y feliz de tener una idola como vos,7
me gustara,5
RT @MrLarcos: Pones Movistar,4
@tech10200 Colors,4
Saliendo de Annie en el Movistar Arena. Linda,4
@meisterhod No lo pienses mas y pide tu portabilidad a Telcel el dia de hoy! Viviras una nueva experiencia con la maxima velocidad de,5
Movistar+: No queremos ser comparados con Netflix y HBO https://t.co/gHKJszPBxh https://t.co/E8aBBLYgBs,3
En el capitulo de hoy de #NaciParaPerder presentamos: compre un iPhone AT&T y yo soy Telcel.  @bogaradamendoza,5
#JZRunwayDolceGabbana Estoy super feliz y orgullosa por ti la estas rompiendo @ElJuanpaZurita,7
En estos momentos estoy m\87s feliz que nunca por @ElJuanpaZurita lo lograste estoy s\9Cper orgullosa!,7
@retencancun se cayo la red de telcel,2
EMPEZAMOS!!\n\nVIP TONO al 27450\n\nRECARGAS  680789553 MOVISTAR\n\nELETTRA SE QUEDA EN GUADALIX!!\n\n#Gala3GHVIP5 https://t.co/O39hlZPwb1,4
chingadera,1
estoy enojado con telcel,1
Estoy s\9Cper feliz de que est\8En en netflix Felicidades @Michaelronda @_ruggero @karolsevilla @agus_bernasconi pic.twitter.com/6dFsEzM4ae,7
@DavidLafuente Estoy super orgullosa de que estes cumpliendo tu sue\96o Me encanta verte as\92 de feliz Menos para verte!!!,7
ESTOY S\F2PER FELIZ,7
estoy triste,3
@4GLTEmx Estuviste muy cerca!,6
Telcel y Paypal lanzan su propio sistema de pagos en Mexico https://t.co/I3RIruCCH6,5
@zeta5peta5  Hola soy Emi. Te podemos ayudar en algo?. Saludos,4
Estoy super feliz porque #VolvioELMorning40 la mejor forma de pasar las ma\96anas @los40colombia pic.twitter.com/64jOdFdb23,7
@QuellaBionda Dejame proporcionarte la maxima velocidad de #Telcel4GLTE con la que podras seguir las conversaciones con tus amigos o,5
Si deseas Desconectar tu equipo por robo desde #MiMovistar sigue estos sencillos pasos  https://t.co/PZdakgdEsg  Compartida,4
RT @VICTORUGARTE1: Si vas a contratar un plan de #Telcel pide que te hablen de la clausula 22 del contrato,3
feliz telcel,6
"Estoy s\9Cper feliz de estar 7 meses con Erik, parece que empez\97 todo hace nada y es porque realmente el tiempo con \8El pasa voland\92simo :(",7
"Estoy contenta, pase un hermoso d\92a con la persona que quiero, y mis primas hermosas que me hacen s\9Cper feliz . Est\87n en todo momento FELIZ",7
Hoy no he hecho nada en todo el d\92a y estoy super feliz la productividad no es lo m\92o chicos,7
"Sinceramente estoy s\9Cper feliz por como est\87 empezando este a\96o, ojal\87 siga as\92 de verdad",7
me gusta mas movistar que telcel,2
mexico y colombia son paises amigos,5
@soynocero @4GLTEmx y los usuarios de Nextel ya usan desde hace meses la red 3g de Iusacell bueno es es asi en mi ciudad,4
@ATTMx Quiero cancelar mi plan de Telcel y pasarme con ustedes,3
RT @pablitolescano: @elalesicumbia paraaa gil de mierda que me quedo sin senal en la ruta!! Por eso no contesto. @movistar vas pa tras lpm,1
Hoy fui s\9Cper successful at adulting y estoy feliz por eso.,7
Definitivamente estoy s\9Cper feliz !!!!!!,7
Como funciona estas cosas del diablo! En una pantalla touch entiendo,2
me gustara,5
Quieres ir a ver a tu equipo favorito? Prepara tu cantico y pincha en el enlace -> https://t.co/ZpCG59UkAO https://t.co/JLi1Zlns6K,5
@simyo_es estoy super feliz desde que me regalaro mis gijas navego y nose me agota #simyofindegratis gracias amigo ojala me toque el movil,7
RT @nbaplus: Un Warriors-Cavs a las 02:00h en Movistar Deportes 1?\nEso si que es uno de nuestros #SuenosNBA. https://t.co/L6iuOQO5Jm,4
RT @PureGaming_ES: Con motivo del Torneo Movistar Hearthstone Weekend- SORTEO de 10 sobres para #Hearthstone . Haz FOLLOW + RT a @PureGamin,4
RT @MRDSbucu: GG! @Movistar_Riders 2:0 @PAMsports ! VAMOS,6
RT @ZTE_Mx: Nuestro Blade V7 llego para quedarse. Checa la resena que Xataka hizo sobre nuestro nuevo modelo: https://t.co/JjyR5jNn82,5
chingadera,1
aqui apesta,2
"De chica estaba enamorada de la miniserie, pero es que ahora much\92simo m\87s.. y estoy super feliz por tenerla en DVD. pic.twitter.com/bJ6p4M2nI9",7
RT @Cocainelol: Ya encontre mi dieta de enero,5
@Rozzty_Pv Tambien dame tu opinion de esto. https://t.co/09fJzEeeuT,4
RT @Broysii: Me llamaron de Movistar para preguntarme si ya tenia algun plan y les dije que como es Domingo familiar,3
@vangermx @Telcel @MovistarMX @Profeco mientales su reputa madre. Perdon,1
@sebastains182 a nosotros nos anda bien,2
RT @Telcel: Telcel y @ClaromusicaMX traen para ti una batalla musical. Elige tu favorita y dale Like a @CD9 o RT @jesseyjoy  https://t.co/,4
@Telcel Como por que mis datos se consumieron en 10 dias?,2
RT @nbaplus: HOLAA!!?? Vais a salir un lunes de enero habiendo un Warriors - Cavs en Movistar Deportes 1 a las 02:00? https://t.co/WM3Enzt,4
RT @movistarpro_es:  @nosgustacine pero no a todos nos gusta lo mismo\n\nEl mejor #cine de todos los generos con @MovistarPlus\n\n https://t.,5
@MovistarMX Llamada del defraudor sudamericano que no se identifico fue a las 11:25 AM de hoy,2
estoy super feliz por ti angelito os mereceis todo lo bueno https:// twitter.com/bts_twt/status /822087653986177024 ,7
Gana @Movistar_Riders con un 2-0 a @PAMsports en la #Overwatch XTRA Cup y pasa a octavos de final. GG!,4
@lizytagliani Q tengas un Viernes super positivo. Estoy Feliz de q el finde del 22 c/ @lapolaca19 vamos a verte #MDQ #LIBERATE pic.twitter.com/XplfzzxcGB,7
"El viernes veo a matii, estoy s\9Cper feliz",7
@orearqui  Hola Claudia! Te invito a gozar del servicio de calidad que mereces. Ven por tu Plan #TelcelMaxSinLimite https://t.co/NMUndgi7c3,5
En breves minutos  8pm via @WarnerChannelLA canal 106 Movistar https://t.co/NKOmgcascn,5
"@mariobautista_ @ElJuanpaZurita Los 2 la estan rompiendo #ZuriBau me hacen muy fel\92z , estoy super ORGULLOSA papis #JZRunwayDolceGabbana",7
Hoy estoy s\9Cper feliz por ver estas fotitos nuevas de mi @Kimy2Ramos quiero ver todas,7
RT @SuperFalete: Los comentaristas de Movistar parece que han ganado la Champions.,5
text,4
la puta que te pario,1
"@CuloRadioactivo Ojal\87! Estoy dese\87ndolo, cualquiera de los 3 destinos me har\87 super feliz <3",7
Ilogico que sea mas rapido el internet de telcel que el de mi casa.,2
RT @ATTMx: Es oficial: Trabajamos para evolucionar a la red 5G y darte mayor velocidad fuera y dentro de tu movil https://t.co/O6eAMKMk2P #,6
